,uniq.Subject,QueryID,n,mean.Perc.Ident,sd.Perc.Ident,uniq.Subject.Type,genus,notes
619,Sporobolomyces_phaffii|AY069995|SH1970376.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_phaffii,ASV245,1,98.98,NA,Fungi,NA,
620,Cryptococcus_sp|EU852363|SH1648405.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_sp,ASV246,1,94.884,NA,Fungi,NA,
621,Bipolaris_maydis|AF071325|SH1688436.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_maydis----Bipolaris_melinidis|KJ650604|SH1526443.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_melinidis,ASV247,2,97.802,1.767766953,Fungi,NA,
622,Fungi_sp|MH019936|SH1523077.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV664,1,100,NA,Fungi,NA,
623,Fungi_sp|FN428908|SH1522792.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV249,1,98.742,NA,Fungi,NA,
624,Udeniomyces_megalosporus|AF444408|SH1539630.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Udeniomyces;s__Udeniomyces_megalosporus,ASV25,1,100,NA,Fungi,NA,
625,Ascomycota_sp|KM434271|SH1525104.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,ASV250,1,99.5,NA,Fungi,NA,
626,Sphaerellopsis_filum|EF600974|SH1635397.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Sphaerellopsis;s__Sphaerellopsis_filum,ASV251,1,97.696,NA,Fungi,NA,
627,Septoria_cretae|KF251233|SH1645385.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Septoria;s__Septoria_cretae,ASV253,1,99.515,NA,Fungi,NA,
628,Lophiostomataceae_sp|GU827614|SH1559713.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__unidentified;s__Lophiostomataceae_sp,ASV254,1,98.883,NA,Fungi,NA,
629,Dissoconium_aciculare|AF173308|SH1718969.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Dissoconium;s__Dissoconium_aciculare,ASV255,1,97.748,NA,Fungi,NA,
630,Udeniomyces_megalosporus|AF444408|SH1539630.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Udeniomyces;s__Udeniomyces_megalosporus,ASV256,1,99.035,NA,Fungi,NA,
631,Pseudozyma_pruni|EU379942|SH1544701.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Pseudozyma;s__Pseudozyma_pruni,ASV258,1,99.315,NA,Fungi,NA,
632,Neodevriesia_poagena|GU721327|SH1549759.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__Neodevriesia_poagena,ASV259,1,97.126,NA,Fungi,NA,
633,Leptosphaeria_sp|KC867873|SH1525140.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__Leptosphaeria_sp,ASV26,1,95.902,NA,Fungi,NA,
634,Dematiopleospora_rosicola|MG828889|SH1525145.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Dematiopleospora;s__Dematiopleospora_rosicola,ASV260,1,90.566,NA,Fungi,NA,
635,Hannaella_coprosmae|AF314985|SH1522800.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_coprosmae,ASV261,1,99.333,NA,Fungi,NA,
636,Bipolaris_melinidis|KJ650604|SH1526443.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_melinidis,ASV262,1,95.726,NA,Fungi,NA,
637,Pleosporales_sp|KR024721|SH1646326.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV681,1,98.824,NA,Fungi,NA,
638,Paraphaeosphaeria_rosae|MG828935|SH1525478.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_rosae,ASV264,1,95.455,NA,Fungi,NA,
639,Pleosporales_sp|HM141067|SH1576178.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV265,1,99.548,NA,Fungi,NA,
640,Mycosphaerella_sp|KX908312|SH1521456.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_sp,ASV266,1,100,NA,Fungi,NA,
641,Fungi_sp|MH019936|SH1523077.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV267,1,100,NA,Fungi,NA,
642,Bipolaris_melinidis|KJ650604|SH1526443.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_melinidis,ASV268,1,96.537,NA,Fungi,NA,
643,Sporobolomyces_patagonicus|AY552328|SH1575128.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_patagonicus,ASV27,1,98.93,NA,Fungi,NA,
644,Sarocladium_bactrocephalum|HG965006|SH1911891.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_bactrocephalum----Sarocladium_strictum|AY214439|SH1541921.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_strictum,ASV270,2,98.673,0,Fungi,NA,
645,Aureobasidium_namibiae|KT693730|SH2149997.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Aureobasidium;s__Aureobasidium_namibiae,ASV271,1,98.636,NA,Fungi,NA,
646,Sphaerulina_pseudovirgaureae|KF251253|SH1750412.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Sphaerulina;s__Sphaerulina_pseudovirgaureae,ASV273,1,99.038,NA,Fungi,NA,
647,Erythrobasidium_hasegawianum|AB030352|SH1613459.08FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium;s__Erythrobasidium_hasegawianum,ASV274,1,98.286,NA,Fungi,NA,
648,Nectriaceae_sp|KR909450|SH1546649.08FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__unidentified;s__Nectriaceae_sp,ASV275,1,100,NA,Fungi,NA,
649,Cladosporium_flabelliforme|HM148092|SH2320220.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_flabelliforme,ASV276,1,100,NA,Fungi,NA,
650,Filobasidium_wieringae|AF444373|SH1631613.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_wieringae,ASV277,1,100,NA,Fungi,NA,
651,Zygophiala_inaequalis|KF646709|SH1719086.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Schizothyriaceae;g__Zygophiala;s__Zygophiala_inaequalis,ASV28,1,94.954,NA,Fungi,NA,
652,Leptospora_sp|KX515521|SH1595852.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_sp,ASV280,1,98.667,NA,Fungi,NA,
653,Pleosporales_sp|KR093909|SH1646323.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV282,1,98.837,NA,Fungi,NA,
654,Curvularia_lunata|KR815445|SH1548919.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_lunata,ASV283,1,95.635,NA,Fungi,NA,
655,Ascomycota_sp|FJ917557|SH1613987.08FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp,ASV284,1,88.158,NA,Fungi,NA,
656,Cladosporium_delicatulum|HM148081|SH2320203.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_delicatulum,ASV285,1,98.98,NA,Fungi,NA,
657,Golubevia_pallescens|DQ317636|SH1539624.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Golubeviales;f__Golubeviaceae;g__Golubevia;s__Golubevia_pallescens,ASV286,1,99.526,NA,Fungi,NA,
658,Moesziomyces_aphidis|AF294699|SH1509407.08FU|refs|k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Moesziomyces;s__Moesziomyces_aphidis,ASV287,1,99.234,NA,Fungi,NA,
659,Fungi_sp|MH019936|SH1523077.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV288,1,100,NA,Fungi,NA,
660,Taphrina_americana|AF492078|SH1519946.08FU|reps|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_americana,ASV289,1,91.667,NA,Fungi,NA,
661,Bulleromyces_albus|AF444662|SH1574527.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Bulleromyces;s__Bulleromyces_albus,ASV29,1,100,NA,Fungi,NA,
662,Capnobotryella_sp|AM746201|SH1641293.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Capnobotryella;s__Capnobotryella_sp,ASV290,1,86.096,NA,Fungi,NA,
663,Pleosporales_sp|KY568987|SH1554286.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV291,1,99.495,NA,Fungi,NA,
664,Sporobolomyces_phaffii|AY069995|SH1970376.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_phaffii,ASV292,1,98.469,NA,Fungi,NA,
665,Sporobolomyces_phaffii|AY069995|SH1970376.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_phaffii,ASV293,1,99.49,NA,Fungi,NA,
666,Phaeosphaeriaceae_sp|AM084441|SH1524269.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp,ASV294,1,95.413,NA,Fungi,NA,
667,Setophoma_chromolaenae|KM246191|SH1546729.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophoma;s__Setophoma_chromolaenae,ASV295,1,96.313,NA,Fungi,NA,
668,Pleosporales_sp|KX515960|SH1554301.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV296,1,97.949,NA,Fungi,NA,
669,Nigrospora_oryzae|DQ219433|SH1549606.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;f__Trichosphaeriaceae;g__Nigrospora;s__Nigrospora_oryzae,ASV297,1,96.279,NA,Fungi,NA,
670,Pyrenochaetopsis_leptospora|JF740262|SH1525086.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_leptospora,ASV299,1,100,NA,Fungi,NA,
671,Cladosporium_delicatulum|HM148081|SH2320203.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_delicatulum,ASV3,1,100,NA,Fungi,NA,
672,Phaeosphaeriaceae_sp|KX263845|SH1646332.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp,ASV30,1,95.96,NA,Fungi,NA,
673,Sporobolomyces_phaffii|AY069995|SH1970376.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_phaffii,ASV301,1,98.98,NA,Fungi,NA,
674,Uwebraunia_dekkeri|AF173309|SH1930240.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia_dekkeri,ASV303,1,99.545,NA,Fungi,NA,
675,Bipolaris_microstegii|JX089579|SH1688426.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris_microstegii,ASV304,1,98.515,NA,Fungi,NA,
676,Zygophiala_inaequalis|KF646709|SH1719086.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Schizothyriaceae;g__Zygophiala;s__Zygophiala_inaequalis,ASV728,1,96.296,NA,Fungi,NA,
677,Symmetrospora_vermiculata|AB030335|SH1797858.08FU|refs|k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_vermiculata,ASV306,1,97.423,NA,Fungi,NA,
678,Toxicocladosporium_pseudoveloxum|JF499847|SH1744622.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium_pseudoveloxum,ASV307,1,95.531,NA,Fungi,NA,
679,Didymocyrtis_cladoniicola|KX516501|SH1646329.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Didymocyrtis;s__Didymocyrtis_cladoniicola,ASV309,1,100,NA,Fungi,NA,
680,Uwebraunia_dekkeri|AF173309|SH1930240.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia_dekkeri,ASV31,1,99.545,NA,Fungi,NA,
681,Saitozyma_paraflava|AY395800|SH1565597.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_paraflava,ASV311,1,95.395,NA,Fungi,NA,
682,Pseudocercospora_lonicericola|GU269736|SH2337137.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora_lonicericola----Pseudocercospora_stephanandrae|GU269814|SH2337136.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora_stephanandrae,ASV314,2,100,0,Fungi,NA,
683,Fungi_sp|FN428908|SH1522792.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV315,1,98.742,NA,Fungi,NA,
684,Fungi_sp|KT202964|SH1525141.08FU|reps|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp,ASV316,1,97.49,NA,Fungi,NA,
685,Curvibasidium_cygneicollum|AF444490|SH1651362.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Curvibasidium;s__Curvibasidium_cygneicollum,ASV318,1,97.191,NA,Fungi,NA,
686,Saitozyma_flava|AF444338|SH1565596.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_flava,ASV319,1,100,NA,Fungi,NA,
687,Zymoseptoria_brevis|JF700867|SH1577464.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Zymoseptoria;s__Zymoseptoria_brevis,ASV320,1,95.789,NA,Fungi,NA,
688,Leptospora_rubella|KX463048|SH1595854.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_rubella,ASV321,1,92.511,NA,Fungi,NA,
689,Golubevia_pallescens|DQ317636|SH1539624.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Golubeviales;f__Golubeviaceae;g__Golubevia;s__Golubevia_pallescens,ASV322,1,87.448,NA,Fungi,NA,
690,Acremonium_fusidioides|FN706542|SH1560627.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_fusidioides,ASV323,1,99.31,NA,Fungi,NA,
691,Vishniacozyma_victoriae|AF444469|SH1528207.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae,ASV326,1,98.16,NA,Fungi,NA,
692,Mycosphaerellaceae_sp|KU204598|SH1645389.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__Mycosphaerellaceae_sp,ASV328,1,99.479,NA,Fungi,NA,
693,Chaetothyriales_sp|EF505624|SH1636093.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp,ASV329,1,96.889,NA,Fungi,NA,
694,Leptosphaeria_sp|KC867873|SH1525140.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__Leptosphaeria_sp,ASV33,1,96.327,NA,Fungi,NA,
695,Sporobolomyces_carnicolor|AY069991|SH1575131.08FU|refs|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces;s__Sporobolomyces_carnicolor,ASV330,1,100,NA,Fungi,NA,
696,Leptospora_rubella|KX463048|SH1595854.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_rubella,ASV75,1,99.556,NA,Fungi,NA,
697,Neoascochyta_desmazieri|KT389508|SH1547065.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__Neoascochyta_desmazieri,ASV332,1,100,NA,Fungi,NA,
698,Septoria_cretae|KF251233|SH1645385.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Septoria;s__Septoria_cretae,ASV333,1,98.068,NA,Fungi,NA,
699,Stagonosporopsis_astragali|GU237792|SH1920709.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Stagonosporopsis;s__Stagonosporopsis_astragali,ASV335,1,100,NA,Fungi,NA,
700,Paramyrothecium_humicola|KU846295|SH1561006.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Paramyrothecium;s__Paramyrothecium_humicola,ASV336,1,100,NA,Fungi,NA,
701,AY129726.1----AY129727.1----AY129728.1,ASV337,3,99.636,0,Plant,Panicum,
702,Pleosporales_sp|HM999913|SH1546733.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV338,1,99.485,NA,Fungi,NA,
703,Cyphellophora_suttonii|GU225946|SH1636087.08FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae;g__Cyphellophora;s__Cyphellophora_suttonii,ASV339,1,96.983,NA,Fungi,NA,
704,Tilletiopsis_washingtonensis|AB025686|SH1541583.08FU|refs|k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Entylomatales;f__Entylomatales_fam_Incertae_sedis;g__Tilletiopsis;s__Tilletiopsis_washingtonensis,ASV34,1,98.157,NA,Fungi,NA,
705,Phaeosphaeriaceae_sp|KX263845|SH1646332.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified;s__Phaeosphaeriaceae_sp,ASV340,1,97.475,NA,Fungi,NA,
706,Chaetothyriales_sp|EF505624|SH1636093.08FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__Chaetothyriales_sp,ASV341,1,97.333,NA,Fungi,NA,
707,Ramularia_pratensis|KC867794|SH1577475.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_pratensis,ASV342,1,96.859,NA,Fungi,NA,
708,Dissoconium_aciculare|AF173308|SH1718969.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Dissoconium;s__Dissoconium_aciculare,ASV343,1,98.198,NA,Fungi,NA,
709,EU118312.1----FJ609734.1,ASV764,2,100,0,Plant,Glycine,
710,AY129726.1----AY129727.1----AY129728.1,ASV345,3,99.636,0,Plant,Panicum,
711,Mycosphaerella_punctiformis|AY490763|SH2337135.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycosphaerella;s__Mycosphaerella_punctiformis,ASV346,1,94.18,NA,Fungi,NA,
712,Paraphaeosphaeria_rosae|MG828935|SH1525478.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_rosae,ASV347,1,95.455,NA,Fungi,NA,
713,Hannaella_kunmingensis|JN181160|SH1522798.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_kunmingensis,ASV348,1,100,NA,Fungi,NA,
714,Didymella_eucalyptica|GU237846|SH2232476.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella_eucalyptica,ASV773,1,99.432,NA,Fungi,NA,
715,Hannaella_oryzae|AF314986|SH1522793.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_oryzae,ASV35,1,98.658,NA,Fungi,NA,
716,Taphrina_inositophila|AY239209|SH1519936.08FU|refs|k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__Taphrina_inositophila,ASV350,1,99.057,NA,Fungi,NA,
717,Pseudeurotiaceae_sp|JF495199|SH1647619.08FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__unidentified;s__Pseudeurotiaceae_sp,ASV776,1,99.507,NA,Fungi,NA,
718,Cystofilobasidium_macerans|AF444329|SH1650089.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium;s__Cystofilobasidium_macerans,ASV354,1,99.024,NA,Fungi,NA,
719,Leptospora_sp|KX515521|SH1595852.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_sp,ASV778,1,99.554,NA,Fungi,NA,
720,Plectosphaerella_oratosquillae|AB425974|SH1644387.08FU|refs|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_oratosquillae,ASV356,1,98.81,NA,Fungi,NA,
721,Hannaella_sinensis|AF444468|SH1522794.08FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_sinensis,ASV358,1,97.842,NA,Fungi,NA,
722,Filobasidium_sp|EU266556|SH2076881.08FU|refs_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__Filobasidium_sp,ASV36,1,99.454,NA,Fungi,NA,
723,Hannaella_phetchabunensis|KF675304|SH1522802.08FU|reps|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_phetchabunensis,ASV361,1,97.203,NA,Fungi,NA,
724,Pleosporales_sp|KT989564|SH1525116.08FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__Pleosporales_sp,ASV362,1,99.55,NA,Fungi,NA,
725,Zymoseptoria_brevis|JF700867|SH1577464.08FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Zymoseptoria;s__Zymoseptoria_brevis,ASV363,1,95.288,NA,Fungi,NA,
