"","unique.plot","leaf.type","site","species","Site.Sample.Order","Field.Location","full.id","site.rep","OVT.Variety","variety.rep","OVT.Var.Entry","plot.rep","OVT.plot","Lat.N","Lon.W","plantHt","temp","humid","leaftemp.diff","soilmoist","NPQt","Phi2","PhiNO","PhiNPQ","PAR","Chla","leafthick","Yield","Test.Weight","Ear.Height","Soil.Type","Soil.Texture","Sample_Date","Elev","Precip_90day","LT_90day","HT_90day","MAP","MLT","MHT","LAI.ratio.type","LAI.mean","LAI.sd","LAI.reps","LAI.CV","Notes","Variety","nestSite","nestBlock","nestSiteVar","nestSppSiteVar","Sdiv","Hdiv","Pdiv","CEC","P.soil","K.soil","Ca.soil","Mg.soil","Mn.soil","Zn.soil","Cu.soil","HM_perc","HM_perc_CV","pH"
"78",103,"Ear","ROWVT","CRN",7,"right3 ,up12","103E-ROWVT-CRN-V1-P3",4,"LC1586TC",1,685,3,346,35.6993,-80.62481,242,NA,NA,NA,20.92,NA,NA,NA,NA,NA,NA,NA,184.5139697,59.1,47,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",7.387097067,1.937091195,4,26.22263086,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","LC1586TC","CRN-ROWVT","CRN-ROWVT-3","ROWVT-LC1586TC","CRN-ROWVT-LC1586TC",76,3.166238166,0.73110901,7.9,47,102,83740,27492,233,6.6,5.3,0.18,NA,6.4
"79",104,"Ear","ROWVT","CRN",8,"right5 ,up12","104E-ROWVT-CRN-V2-P3",4,"LC1289",2,714,3,344,35.6993,-80.62476,227,NA,NA,NA,19.16,NA,NA,NA,NA,NA,NA,NA,183.1596698,57.9,40,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",6.884324215,1.148703245,4,16.68578076,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","LC1289","CRN-ROWVT","CRN-ROWVT-3","ROWVT-LC1289","CRN-ROWVT-LC1289",61,3.149149656,0.766053584,7.9,52,108,83740,26544,232,6.8,5.2,0.23,NA,6.5
"80",105,"Ear","ROWVT","CRN",9,"right11 ,up12","105E-ROWVT-CRN-V3-P3",4,"66G25",3,723,3,338,35.69932,-80.62466,222.5,NA,NA,NA,18.97,NA,NA,NA,NA,NA,NA,NA,167.8624881,56.7,44,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",5.452018106,0.506176252,4,9.284199762,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","66G25","CRN-ROWVT","CRN-ROWVT-3","ROWVT-66G25","CRN-ROWVT-66G25",78,3.634378617,0.834202781,7.8,46,100,84240,26208,232,7.1,5.3,0.23,NA,6.4
"81",106,"Ear","ROWVT","CRN",10,"right12 ,up12","106E-ROWVT-CRN-V1-P4",4,"LC1586TC",1,685,4,412,35.6993,-80.62466,229,NA,NA,NA,19.72,NA,NA,NA,NA,NA,NA,NA,193.1076984,55.9,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",7.814835531,1.375275162,4,17.59826111,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","LC1586TC","CRN-ROWVT","CRN-ROWVT-4","ROWVT-LC1586TC","CRN-ROWVT-LC1586TC",70,3.254490147,0.76603361,7.8,49,108,85800,25272,227,6.8,5.3,0.16,NA,6.4
"82",107,"Ear","ROWVT","CRN",11,"right12 ,up14","107E-ROWVT-CRN-V2-P4",4,"LC1289",2,714,4,436,35.69947,-80.62465,232.5,NA,NA,NA,20.03,NA,NA,NA,NA,NA,NA,NA,219.5138214,55.6,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",6.102819897,1.614079044,4,26.44808582,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","LC1289","CRN-ROWVT","CRN-ROWVT-4","ROWVT-LC1289","CRN-ROWVT-LC1289",74,3.355913487,0.779707884,7.9,40,106,82160,26544,233,7,5.3,0.18,NA,6.4
"83",108,"Ear","ROWVT","CRN",12,"right5 ,up15","108E-ROWVT-CRN-V3-P4",4,"66G25",3,723,4,429,35.69955,-80.62479,229,NA,NA,NA,20.99,NA,NA,NA,NA,NA,NA,NA,201.8931942,56.9,NA,"Lloyd clay loam","Clay Loam","7/24/2019",220,311.5,6.6,34.9,1079.74,8.5,21.6,"same as measurement for tassel",6.871311474,1.531983166,4,22.29535325,"; Average yields, no disease pressure.  Planted in same field as 2018 wheat test","66G25","CRN-ROWVT","CRN-ROWVT-4","ROWVT-66G25","CRN-ROWVT-66G25",81,3.441671454,0.783186091,8,49,102,89600,25920,229,6.9,5.2,0.22,NA,6.4
"84",109,"Ear","YADVT","CRN",1,"right22 ,up1","109E-YADVT-CRN-V1-P1",5,"LC1586TC",1,685,1,122,36.47486,-80.64001,294.8,NA,NA,NA,21.92,NA,NA,NA,NA,NA,NA,NA,199.6432448,59.5,56,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",7.27493362,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","LC1586TC","CRN-YADVT","CRN-YADVT-1","YADVT-LC1586TC","CRN-YADVT-LC1586TC",66,3.020694981,0.720989,9.8,260,389,111720,22344,96,16.6,6.9,0.71,NA,6.2
"85",110,"Ear","YADVT","CRN",2,"right4 ,up2","110E-YADVT-CRN-V3-P1",5,"66G25",3,723,1,145,36.47463,-80.64011,315.5,NA,NA,NA,23.54,NA,NA,NA,NA,NA,NA,NA,264.688302,58.2,60,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",7.40607263,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","66G25","CRN-YADVT","CRN-YADVT-1","YADVT-66G25","CRN-YADVT-66G25",55,3.140767392,0.783754993,9.8,262,379,113680,22344,95,16.3,6.9,0.72,NA,6.2
"86",111,"Ear","YADVT","CRN",3,"right11 ,up2","111E-YADVT-CRN-V2-P1",5,"LC1289",2,714,1,138,36.4742,-80.64012,318,NA,NA,NA,21.08,NA,NA,NA,NA,NA,NA,NA,242.16561,57.9,53,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",6.948860994,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","LC1289","CRN-YADVT","CRN-YADVT-1","YADVT-LC1289","CRN-YADVT-LC1289",83,3.27729876,0.741664851,9.8,270,393,113680,21168,94,16.4,7.1,0.61,NA,6.3
"87",112,"Ear","YADVT","CRN",4,"right4 ,up3","112E-YADVT-CRN-V1-P2",5,"LC1586TC",1,685,2,204,36.47462,-80.64021,293.8,NA,NA,NA,26.77,NA,NA,NA,NA,NA,NA,NA,259.578784,56.6,56,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",6.301479638,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","LC1586TC","CRN-YADVT","CRN-YADVT-2","YADVT-LC1586TC","CRN-YADVT-LC1586TC",61,3.209419165,0.780714581,9.7,265,407,106700,24444,96,16.5,6.9,0.66,NA,6.2
"88",113,"Ear","YADVT","CRN",5,"right7 ,up3","113E-YADVT-CRN-V3-P2",5,"66G25",3,723,2,207,36.47467,-80.64022,283.3,NA,NA,NA,26.76,NA,NA,NA,NA,NA,NA,NA,217.6133093,58.7,48,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",6.150085571,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","66G25","CRN-YADVT","CRN-YADVT-2","YADVT-66G25","CRN-YADVT-66G25",59,3.100734196,0.76044285,9.9,253,393,110880,21384,96,16.6,7,0.69,NA,6.1
"89",114,"Ear","YADVT","CRN",6,"right11 ,up4","114E-YADVT-CRN-V2-P2",5,"LC1289",2,714,2,238,36.47473,-80.64034,266.3,NA,NA,NA,27.79,NA,NA,NA,NA,NA,NA,NA,290.2620349,57.6,51,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",6.229860053,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","LC1289","CRN-YADVT","CRN-YADVT-2","YADVT-LC1289","CRN-YADVT-LC1289",50,3.259330171,0.833157209,9.8,269,395,109760,21168,97,16.5,7,0.79,NA,6.1
"90",115,"Ear","YADVT","CRN",7,"right12 ,up5","115E-YADVT-CRN-V1-P3",5,"LC1586TC",1,685,3,312,36.47469,-80.64041,270,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,285.3852298,58.6,60,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",6.778107014,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","LC1586TC","CRN-YADVT","CRN-YADVT-3","YADVT-LC1586TC","CRN-YADVT-LC1586TC",73,3.108526376,0.72452063,9.7,250,401,108640,22116,96,16.8,6.8,0.74,NA,6.2
"91",116,"Ear","YADVT","CRN",8,"right13 ,up5","116E-YADVT-CRN-V2-P3",5,"LC1289",2,714,3,313,36.47472,-80.64042,285,NA,NA,NA,24.66,NA,NA,NA,NA,NA,NA,NA,291.2143898,57.6,53,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",7.105982032,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","LC1289","CRN-YADVT","CRN-YADVT-3","YADVT-LC1289","CRN-YADVT-LC1289",56,3.205506557,0.796329564,9.9,254,375,116820,23760,94,16.5,7,0.63,NA,6.2
"92",117,"Ear","YADVT","CRN",9,"right14 ,up6","117E-YADVT-CRN-V3-P3",5,"66G25",3,723,3,335,36.47472,-80.64053,280,NA,NA,NA,22.73,NA,NA,NA,NA,NA,NA,NA,243.373728,59.5,49,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",6.7482436,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","66G25","CRN-YADVT","CRN-YADVT-3","YADVT-66G25","CRN-YADVT-66G25",61,3.38804686,0.824167068,9.8,251,383,115640,23520,96,16.6,6.9,0.66,NA,6.2
"93",118,"Ear","YADVT","CRN",10,"right6 ,up7","118E-YADVT-CRN-V1-P4",5,"LC1586TC",1,685,4,406,36.47461,-80.64062,263.3,NA,NA,NA,20.54,NA,NA,NA,NA,NA,NA,NA,200.3982357,59.3,NA,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",7.122492456,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","LC1586TC","CRN-YADVT","CRN-YADVT-4","YADVT-LC1586TC","CRN-YADVT-LC1586TC",60,3.36505014,0.821877614,9.8,262,381,113680,21168,95,16.9,7.1,0.66,NA,6.2
"94",119,"Ear","YADVT","CRN",11,"right7 ,up7","119E-YADVT-CRN-V3-P4",5,"66G25",3,723,4,407,36.47463,-80.64062,272.5,NA,NA,NA,22.29,NA,NA,NA,NA,NA,NA,NA,233.8487064,59.2,NA,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",7.080284739,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","66G25","CRN-YADVT","CRN-YADVT-4","YADVT-66G25","CRN-YADVT-66G25",51,2.917435508,0.742005313,9.8,266,403,107800,22344,96,16.8,6.9,0.71,NA,6.3
"95",120,"Ear","YADVT","CRN",12,"right18 ,up7","120E-YADVT-CRN-V2-P4",5,"LC1289",2,714,4,418,36.47475,-80.64063,290,NA,NA,NA,23.78,NA,NA,NA,NA,NA,NA,NA,281.5193259,57.7,NA,"Colvard and suches","Loam","8/2/2019",323,487.55,4.7,34,1198.65,7.7,20.5,"same as measurement for tassel",6.866579147,NA,1,NA,"; Very high yielding location, low levels of Gray Leaf Spot in field, stress from high wind event late in season after sampling","LC1289","CRN-YADVT","CRN-YADVT-4","YADVT-LC1289","CRN-YADVT-LC1289",80,3.439284034,0.784861508,9.8,271,399,109760,22344,96,16.6,7,0.67,NA,6.2
"96",121,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",1,"right19 ,up1","121-BEAVT-SOY-V1-P1",1,"MO4901D GT",1,833,1,119,35.58073,-76.58185,104.3,NA,NA,NA,21.81,NA,NA,NA,NA,NA,NA,NA,74.34600497,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",10.56160938,0.958378486,4,9.074170904,"; Good yielding location with no obvious disease pressure. No soil test results available","MO4901D GT","SOY-BEAVT","SOY-BEAVT-1","BEAVT-MO4901D GT","SOY-BEAVT-MO4901D GT",18,2.235587451,0.773460177,14.5,136,190,145000,20880,9,16.2,1.1,10,NA,4.9
"97",122,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",2,"right20 ,up1","122-BEAVT-SOY-V2-P1",1,"S13-10592C",2,834,1,120,35.58072,-76.5819,98.3,NA,NA,NA,20.95,NA,NA,NA,NA,NA,NA,NA,77.90751062,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",10.52489209,1.100724896,4,10.45830101,"; Good yielding location with no obvious disease pressure. No soil test results available","S13-10592C","SOY-BEAVT","SOY-BEAVT-1","BEAVT-S13-10592C","SOY-BEAVT-S13-10592C",17,2.369046696,0.836169539,14.6,125,196,148920,19272,9,15.8,1.1,10.01,NA,4.9
"98",123,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",3,"right20 ,up2","123-BEAVT-SOY-V3-P1",1,"S14-15146R",3,835,1,121,35.58071,-76.58179,99.5,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,80.54948303,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",10.04330688,1.173105399,4,11.68046953,"; Good yielding location with no obvious disease pressure. No soil test results available","S14-15146R","SOY-BEAVT","SOY-BEAVT-1","BEAVT-S14-15146R","SOY-BEAVT-S14-15146R",12,2.098205947,0.844380189,14.6,138,178,143080,19272,9,16.2,1.1,10.04,NA,5
"99",124,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",4,"right2 ,up4","124-BEAVT-SOY-V1-P2",1,"MO4901D GT",1,833,2,202,35.581,-76.58158,88.5,NA,NA,NA,19.39,NA,NA,NA,NA,NA,NA,NA,73.459584,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",8.675237041,1.335882226,4,15.39879797,"; Good yielding location with no obvious disease pressure. No soil test results available","MO4901D GT","SOY-BEAVT","SOY-BEAVT-2","BEAVT-MO4901D GT","SOY-BEAVT-MO4901D GT",22,2.337467719,0.756206928,14.5,127,194,145000,22620,9,16,1.1,9.96,NA,4.9
"100",125,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",5,"right9 ,up6","125-BEAVT-SOY-V2-P2",1,"S13-10592C",2,834,2,235,35.58089,-76.58137,96.8,NA,NA,NA,21.19,NA,NA,NA,NA,NA,NA,NA,63.71704452,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",9.165938499,1.007538938,4,10.99220705,"; Good yielding location with no obvious disease pressure. No soil test results available","S13-10592C","SOY-BEAVT","SOY-BEAVT-2","BEAVT-S13-10592C","SOY-BEAVT-S13-10592C",12,1.957498139,0.787755202,14.6,138,176,140160,19272,9,15.8,1.1,9.92,NA,5
"101",126,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",6,"right3 ,up7","126-BEAVT-SOY-V3-P2",1,"S14-15146R",3,835,2,246,35.58099,-76.58128,69,NA,NA,NA,17.76,NA,NA,NA,NA,NA,NA,NA,62.91185545,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",4.623827016,0.90500244,4,19.57258429,"skimpy plot, smaller pods relative to rest of this same variety at this site; Good yielding location with no obvious disease pressure. No soil test results available","S14-15146R","SOY-BEAVT","SOY-BEAVT-2","BEAVT-S14-15146R","SOY-BEAVT-S14-15146R",22,2.376154466,0.768722689,14.5,146,184,142100,20880,9,16.1,1.2,10.03,NA,4.9
"102",127,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",7,"right6 ,up8","127-BEAVT-SOY-V1-P3",1,"MO4901D GT",1,833,3,301,35.58094,-76.58118,84.3,NA,NA,NA,18.76,NA,NA,NA,NA,NA,NA,NA,67.33910025,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",6.902385246,1.844327809,4,26.72015171,"; Good yielding location with no obvious disease pressure. No soil test results available","MO4901D GT","SOY-BEAVT","SOY-BEAVT-3","BEAVT-MO4901D GT","SOY-BEAVT-MO4901D GT",13,2.227013207,0.868248412,14.5,127,184,139200,20880,9,15.9,1.1,10.01,NA,4.9
"103",128,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",8,"right12 ,up10","128-BEAVT-SOY-V3-P3",1,"S14-15146R",3,835,3,335,35.58084,-76.58098,95.3,NA,NA,NA,18.28,NA,NA,NA,NA,NA,NA,NA,61.50065832,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",9.73106161,0.932352535,4,9.58120062,"; Good yielding location with no obvious disease pressure. No soil test results available","S14-15146R","SOY-BEAVT","SOY-BEAVT-3","BEAVT-S14-15146R","SOY-BEAVT-S14-15146R",25,2.190951677,0.680657408,14.5,124,176,139200,19140,10,16.4,1.1,10.06,NA,4.9
"104",129,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",9,"right15 ,up12","129-BEAVT-SOY-V2-P3",1,"S13-10592C",2,834,3,372,35.5808,-76.58077,89.3,NA,NA,NA,16.02,NA,NA,NA,NA,NA,NA,NA,69.64025655,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",7.523415516,0.688551021,4,9.152106777,"; Good yielding location with no obvious disease pressure. No soil test results available","S13-10592C","SOY-BEAVT","SOY-BEAVT-3","BEAVT-S13-10592C","SOY-BEAVT-S13-10592C",15,2.313423959,0.854276615,14.5,148,178,142100,24360,9,16.2,1.2,9.98,NA,4.9
"105",130,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",10,"right8 ,up14","130-BEAVT-SOY-V2-P4",1,"S13-10592C",2,834,4,442,35.5809,-76.58058,103,NA,NA,NA,18.13,NA,NA,NA,NA,NA,NA,NA,71.03657986,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",10.21955194,0.877163697,4,8.583191341,"; Good yielding location with no obvious disease pressure. No soil test results available","S13-10592C","SOY-BEAVT","SOY-BEAVT-4","BEAVT-S13-10592C","SOY-BEAVT-S13-10592C",17,2.190229903,0.773055057,14.6,140,201,151840,21024,9,16,1.1,9.93,NA,4.9
"106",131,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",11,"right14 ,up15","131-BEAVT-SOY-V3-P4",1,"S14-15146R",3,835,4,463,35.58082,-76.58047,81.5,NA,NA,NA,16.62,NA,NA,NA,NA,NA,NA,NA,60.42577777,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",6.83141174,0.74262824,4,10.87078731,"; Good yielding location with no obvious disease pressure. No soil test results available","S14-15146R","SOY-BEAVT","SOY-BEAVT-4","BEAVT-S14-15146R","SOY-BEAVT-S14-15146R",19,2.335014034,0.793025106,14.6,131,184,148920,21024,10,16,1.1,10.06,NA,4.9
"107",132,"3rd&4th fully expanded (leaflet)","BEAVT","SOY",12,"right18 ,up15","132-BEAVT-SOY-V1-P4",1,"MO4901D GT",1,833,4,467,35.58075,-76.58047,90.8,NA,NA,NA,15.55,NA,NA,NA,NA,NA,NA,NA,58.67455228,NA,NA,"Ponzer Muck","Organic","7/29/2019",3,258.01,8.5,36.8,1256.14,10.9,22.5,"no external sensor",6.736293118,1.227522462,4,18.22252151,"; Good yielding location with no obvious disease pressure. No soil test results available","MO4901D GT","SOY-BEAVT","SOY-BEAVT-4","BEAVT-MO4901D GT","SOY-BEAVT-MO4901D GT",27,2.428913995,0.736964266,14.6,125,188,143080,22776,9,16.3,1.1,9.98,NA,4.9
"108",133,"3rd&4th fully expanded (leaflet)","PASVT","SOY",1,"right19 ,up1","133-PASVT-SOY-V1-P1",2,"MO4901D GT",1,833,1,119,36.26283,-76.2529,78.3,NA,NA,NA,14.83,NA,NA,NA,NA,NA,NA,NA,65.1897931,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",4.604528126,0.578871036,4,12.5717776,"skimpy plot, planter problems?; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","MO4901D GT","SOY-PASVT","SOY-PASVT-1","PASVT-MO4901D GT","SOY-PASVT-MO4901D GT",20,2.316090667,0.773130058,9.7,185,293,126100,18624,14,2.8,3.1,1.49,NA,6.4
"109",134,"3rd&4th fully expanded (leaflet)","PASVT","SOY",2,"right20 ,up1","134-PASVT-SOY-V2-P1",2,"S13-10592C",2,834,1,120,36.26283,-76.25293,79,NA,NA,NA,15.21,NA,NA,NA,NA,NA,NA,NA,50.0467349,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",4.353694508,0.459360833,4,10.551058,"skimpy plot, planter problems?; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","S13-10592C","SOY-PASVT","SOY-PASVT-1","PASVT-S13-10592C","SOY-PASVT-S13-10592C",21,2.477848419,0.813870966,9.7,181,285,128040,16296,14,2.8,3.3,1.44,NA,6.3
"110",135,"3rd&4th fully expanded (leaflet)","PASVT","SOY",3,"right20 ,up2","135-PASVT-SOY-V3-P1",2,"S14-15146R",3,835,1,121,36.26275,-76.25288,71.8,NA,NA,NA,15.18,NA,NA,NA,NA,NA,NA,NA,56.62199172,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",4.486833491,1.061404807,4,23.65598833,"skimpy plot, planter problems?; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","S14-15146R","SOY-PASVT","SOY-PASVT-1","PASVT-S14-15146R","SOY-PASVT-S14-15146R",22,2.348437667,0.759755876,9.8,184,278,129360,21168,15,2.8,3.1,1.49,NA,6.4
"111",136,"3rd&4th fully expanded (leaflet)","PASVT","SOY",4,"right13 ,up5","136-PASVT-SOY-V3-P2",2,"S14-15146R",3,835,2,216,36.26261,-76.25262,82.5,NA,NA,NA,13.88,NA,NA,NA,NA,NA,NA,NA,64.88136828,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",7.905814547,1.173151032,4,14.83909122,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","S14-15146R","SOY-PASVT","SOY-PASVT-2","PASVT-S14-15146R","SOY-PASVT-S14-15146R",24,2.511761636,0.790345844,9.7,190,285,122220,16296,14,3,3.1,1.46,NA,6.4
"112",137,"3rd&4th fully expanded (leaflet)","PASVT","SOY",5,"right10 ,up8","137-PASVT-SOY-V2-P2",2,"S13-10592C",2,834,2,274,36.2624,-76.25244,78,NA,NA,NA,12.74,NA,NA,NA,NA,NA,NA,NA,50.7549771,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",5.010516504,1.702945878,4,33.98743177,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","S13-10592C","SOY-PASVT","SOY-PASVT-2","PASVT-S13-10592C","SOY-PASVT-S13-10592C",15,2.223862182,0.821204194,9.7,186,283,124160,19788,15,2.8,3.2,1.47,NA,6.3
"113",138,"3rd&4th fully expanded (leaflet)","PASVT","SOY",6,"right17 ,up8","138-PASVT-SOY-V1-P2",2,"MO4901D GT",1,833,2,267,36.26236,-76.25255,101,NA,NA,NA,11.89,NA,NA,NA,NA,NA,NA,NA,75.65567559,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",7.73733257,1.066443554,4,13.78309054,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","MO4901D GT","SOY-PASVT","SOY-PASVT-2","PASVT-MO4901D GT","SOY-PASVT-MO4901D GT",15,2.158202777,0.796958186,9.6,184,301,124800,18432,15,2.8,3.2,1.56,NA,6.3
"114",139,"3rd&4th fully expanded (leaflet)","PASVT","SOY",7,"right2 ,up9","139-PASVT-SOY-V1-P3",2,"MO4901D GT",1,833,3,308,36.26238,-76.25226,67.5,NA,NA,NA,10.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",3.404423322,1.034103925,4,30.37530374,"skimpy, plot7 was near a generally bad section of the field.; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","MO4901D GT","SOY-PASVT","SOY-PASVT-3","PASVT-MO4901D GT","SOY-PASVT-MO4901D GT",16,2.371385669,0.855296586,9.7,188,287,126100,20952,15,3,3,1.56,NA,6.3
"115",140,"3rd&4th fully expanded (leaflet)","PASVT","SOY",8,"right13 ,up9","140-PASVT-SOY-V3-P3",2,"S14-15146R",3,835,3,319,36.26229,-76.25244,94,NA,NA,NA,13.51,NA,NA,NA,NA,NA,NA,NA,73.77161379,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",8.147137057,0.492963107,4,6.050752598,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","S14-15146R","SOY-PASVT","SOY-PASVT-3","PASVT-S14-15146R","SOY-PASVT-S14-15146R",25,2.32851429,0.723393637,9.8,181,285,129360,16464,15,2.8,3,1.44,NA,6.4
"116",141,"3rd&4th fully expanded (leaflet)","PASVT","SOY",9,"right20 ,up10","141-PASVT-SOY-V2-P3",2,"S13-10592C",2,834,3,327,36.26219,-76.25252,97.5,NA,NA,NA,12.98,NA,NA,NA,NA,NA,NA,NA,63.12534952,NA,NA,"Gertie silt loam","Silt Loam","7/31/2019",3,352.43,8.8,36.8,1207.4,10.5,21.6,"no external sensor",7.709234635,0.629462762,4,8.165048698,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available","S13-10592C","SOY-PASVT","SOY-PASVT-3","PASVT-S13-10592C","SOY-PASVT-S13-10592C",11,1.99469623,0.831852939,9.6,182,293,124800,17280,14,2.8,3,1.57,NA,6.5
